Complaint Number,Status,Date Entered,House Number,ZIP Code,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
3798624,CLOSED,05/25/2021,99          ,11237    ,MORGAN AVENUE                   ,3071322,301,   ,30,ERT  ,05/25/2021,Y1,05/25/2021,05/26/2021 12:00:00 AM
3798453,CLOSED,05/25/2021,255         ,11212    ,EAST 95 STREET                  ,3100684,317,   ,30,ERT  ,05/25/2021,Y1,05/25/2021,05/26/2021 12:00:00 AM
2318031,CLOSED,05/27/2021,861 REAR    ,10456    ,EAGLE AVENUE                    ,2094296,201,   ,1X,BRONX,05/27/2021,Y1,05/27/2021,05/28/2021 12:00:00 AM
2317589,CLOSED,05/19/2021,861         ,10456    ,EAGLE AVENUE                    ,2094292,201,   ,29,BRONX,05/27/2021,Y1,05/26/2021,05/28/2021 12:00:00 AM
4846342,CLOSED,05/27/2021,150-57      ,11434    ,116 ROAD                        ,4264679,412,   ,30,ERT  ,05/28/2021,Y1,05/27/2021,05/29/2021 12:00:00 AM
4846343,CLOSED,05/27/2021,150-59      ,11434    ,116 ROAD                        ,4264678,412,   ,30,ERT  ,05/28/2021,Y1,05/27/2021,05/29/2021 12:00:00 AM
5155187,CLOSED,05/28/2021,4           ,10304    ,BALTIC STREET                   ,5013390,501,   ,30,ERT  ,05/28/2021,Y1,05/28/2021,05/29/2021 12:00:00 AM
5155200,CLOSED,05/30/2021,255         ,10301    ,HOWARD AVENUE                   ,5015826,501,   ,30,ERT  ,05/30/2021,Y1,05/30/2021,05/31/2021 12:00:00 AM
3799245,CLOSED,05/31/2021,706         ,11207    ,VERMONT STREET                  ,3096576,305,   ,37,ERT  ,05/31/2021,Y1,05/31/2021,06/01/2021 12:00:00 AM
5150258,CLOSED,08/21/2020,8           ,10308    ,HOLLY AVENUE                    ,5066848,503,   ,30,ERT  ,06/01/2021,Y1,06/01/2021,06/02/2021 12:00:00 AM
4846714,CLOSED,06/01/2021,26-45       ,11369    ,94 STREET                       ,4032909,403,   ,37,ERT  ,06/01/2021,Y1,06/01/2021,06/02/2021 12:00:00 AM
3799672,CLOSED,06/02/2021,62          ,11249    ,SOUTH 3 STREET                  ,3063229,301,   ,30,ERT  ,06/02/2021,Y1,06/02/2021,06/03/2021 12:00:00 AM
3799955,CLOSED,06/02/2021,63          ,11217    ,4 AVENUE                        ,3018511,306,   ,30,ERT  ,06/02/2021,Y1,06/02/2021,06/03/2021 12:00:00 AM
3800302,CLOSED,06/02/2021,65          ,11217    ,4 AVENUE                        ,3259540,306,   ,30,ERT  ,06/02/2021,Y1,06/02/2021,06/03/2021 12:00:00 AM
3800303,CLOSED,06/02/2021,67          ,11217    ,4 AVENUE                        ,3018509,306,   ,30,ERT  ,06/02/2021,Y1,06/02/2021,06/03/2021 12:00:00 AM
3668757,CLOSED,09/24/2018,16          ,11229    ,ASTER COURT                     ,3249807,315,   ,30,ERT  ,06/03/2021,Y1,06/03/2021,06/04/2021 12:00:00 AM
3800321,CLOSED,06/02/2021,122         ,11214    ,BAY 26 STREET                   ,3167902,311,   ,30,ERT  ,06/03/2021,Y1,06/03/2021,06/04/2021 12:00:00 AM
2318526,CLOSED,06/04/2021,3035 GARAGE ,10463    ,ALBANY CRESCENT                 ,2104213,208,   ,30,ERT  ,06/04/2021,Y1,06/04/2021,06/05/2021 12:00:00 AM
2318546,CLOSED,06/05/2021,3339 GARAGE ,10469    ,FENTON AVENUE                   ,2107104,212,   ,30,ERT  ,06/05/2021,Y1,06/05/2021,06/06/2021 12:00:00 AM
2307640,CLOSED,10/05/2020,1126        ,10472    ,FTELEY AVENUE                   ,2024129,209,   ,30,ERT  ,06/07/2021,Y1,06/01/2021,06/08/2021 12:00:00 AM
2318685,CLOSED,06/07/2021,1828        ,10460    ,WATERLOO PLACE                  ,2010136,206,   ,30,ERT  ,06/08/2021,Y1,06/07/2021,06/08/2021 12:00:00 AM
4847354,CLOSED,06/07/2021,49-60       ,11365    ,175 PLACE                       ,4126346,411,   ,30,ERT  ,06/07/2021,Y1,06/07/2021,06/08/2021 12:00:00 AM
3800878,CLOSED,06/07/2021,174         ,11225    ,LINCOLN ROAD                    ,3114714,309,   ,30,ERT  ,06/07/2021,Y1,06/07/2021,06/08/2021 12:00:00 AM
3634587,CLOSED,01/16/2018,529         ,11220    ,56 STREET                       ,3015061,307,   ,30,ERT  ,06/08/2021,Y1,06/08/2021,06/09/2021 12:00:00 AM
2318685,CLOSED,06/07/2021,1828        ,10460    ,WATERLOO PLACE                  ,2010136,206,   ,30,ERT  ,06/08/2021,Y1,06/07/2021,06/09/2021 12:00:00 AM
4847722,CLOSED,06/09/2021,114-48 GAR  ,11412    ,198 STREET                      ,4505519,412,   ,30,ERT  ,06/09/2021,Y1,06/09/2021,06/10/2021 12:00:00 AM
5155369,CLOSED,06/09/2021,116         ,10303    ,ARLINGTON AVENUE                ,5028437,501,   ,1Z,EXEC ,06/09/2021,Y1,06/09/2021,06/10/2021 12:00:00 AM
5155426,CLOSED,06/10/2021,22          ,10304    ,NIXON AVENUE                    ,5014677,501,   ,30,ERT  ,06/10/2021,Y1,06/10/2021,06/11/2021 12:00:00 AM
3801260,CLOSED,06/10/2021,284         ,11216    ,GATES AVENUE                    ,3057011,303,   ,30,ERT  ,06/10/2021,Y1,06/10/2021,06/11/2021 12:00:00 AM
4618623,CLOSED,05/14/2015,104-45      ,11418    ,88 AVENUE                       ,4194307,409,   ,2B,QNS.,06/11/2021,Y1,06/10/2021,06/12/2021 12:00:00 AM
3801509,CLOSED,06/13/2021,307         ,11237    ,HARMAN STREET                   ,3074835,304,   ,30,ERT  ,06/13/2021,Y1,06/13/2021,06/14/2021 12:00:00 AM
3791402,CLOSED,03/26/2021,2282        ,11234    ,FLATBUSH AVENUE                 ,3240568,318,   ,37,ERT  ,06/14/2021,Y1,06/11/2021,06/15/2021 12:00:00 AM
2307640,CLOSED,10/05/2020,1126        ,10472    ,FTELEY AVENUE                   ,2024129,209,   ,30,ERT  ,06/14/2021,Y1,06/10/2021,06/15/2021 12:00:00 AM
2313792,CLOSED,02/26/2021,311         ,10456    ,EAST 169 STREET                 ,2007221,204,   ,73,BRONX,06/17/2021,Y1,06/17/2021,06/18/2021 12:00:00 AM
3798453,CLOSED,05/25/2021,255         ,11212    ,EAST 95 STREET                  ,3100684,317,   ,30,ERT  ,06/17/2021,Y1,06/17/2021,06/18/2021 12:00:00 AM
4833507,CLOSED,01/09/2021,136-21      ,11354    ,37 AVENUE                       ,4112373,407,   ,30,ERT  ,06/18/2021,Y1,06/17/2021,06/19/2021 12:00:00 AM
2319417,CLOSED,06/19/2021,1046        ,10456    ,GRANT AVENUE                    ,2002531,204,   ,30,ERT  ,06/19/2021,Y1,06/19/2021,06/20/2021 12:00:00 AM
3802495,CLOSED,06/20/2021,2920        ,11235    ,BRIGHTON 8 STREET               ,3244511,313,   ,30,ERT  ,06/20/2021,Y1,06/19/2021,06/21/2021 12:00:00 AM
3713969,CLOSED,07/30/2019,2105 A      ,11233    ,PACIFIC STREET                  ,3038535,316,   ,30,ERT  ,06/21/2021,Y1,06/21/2021,06/22/2021 12:00:00 AM
3802685,CLOSED,06/21/2021,148         ,11209    ,88 STREET                       ,3153946,310,   ,30,ERT  ,06/21/2021,Y1,06/21/2021,06/22/2021 12:00:00 AM
5148284,CLOSED,04/14/2020,296         ,10306    ,TIMBER RIDGE DRIVE              ,5123088,503,   ,30,ERT  ,06/22/2021,Y1,06/22/2021,06/23/2021 12:00:00 AM
3802705,CLOSED,06/22/2021,751         ,11232    ,4 AVENUE                        ,3009613,307,   ,30,ERT  ,06/22/2021,Y1,06/22/2021,06/23/2021 12:00:00 AM
4849391,CLOSED,06/23/2021,146-29      ,11435    ,SOUTH ROAD                      ,4214976,412,   ,30,ERT  ,06/23/2021,Y1,06/23/2021,06/24/2021 12:00:00 AM
4838320,CLOSED,03/05/2021,37-48       ,11372    ,74 STREET                       ,4029806,403,   ,30,ERT  ,06/24/2021,Y1,06/24/2021,06/25/2021 12:00:00 AM
3803406,CLOSED,06/27/2021,126         ,11235    ,NEPTUNE AVENUE                  ,3245179,313,   ,37,ERT  ,06/27/2021,Y1,06/27/2021,06/28/2021 12:00:00 AM
5155703,CLOSED,06/27/2021,1076        ,10301    ,VICTORY BOULEVARD               ,5015399,501,   ,30,ERT  ,06/27/2021,Y1,06/26/2021,06/28/2021 12:00:00 AM
4849750,CLOSED,06/27/2021,145-49 GAR  ,11436    ,115 AVENUE                      ,4509500,412,   ,30,ERT  ,06/27/2021,Y1,06/27/2021,06/28/2021 12:00:00 AM
3628923,CLOSED,11/27/2017,709         ,11230    ,AVENUE K                        ,3171169,312,   ,30,ERT  ,06/28/2021,Y1,06/28/2021,06/29/2021 12:00:00 AM
2319870,CLOSED,06/28/2021,3279        ,10467    ,PERRY AVENUE                    ,2018180,207,   ,30,ERT  ,06/28/2021,Y1,06/28/2021,06/29/2021 12:00:00 AM
1575267,CLOSED,06/29/2021,28          ,10037    ,WEST 130 STREET                 ,1053747,110,   ,73,MAN.,06/29/2021,Y1,06/29/2021,06/30/2021 12:00:00 AM
1575285,CLOSED,06/29/2021,240         ,10010    ,EAST 23 STREET                  ,1019658,106,   ,30,ERT  ,06/29/2021,Y1,06/29/2021,06/30/2021 12:00:00 AM
3803513,CLOSED,06/28/2021,1839        ,11234    ,EAST 38 STREET                  ,3239289,318,   ,30,ERT  ,06/29/2021,Y1,06/28/2021,06/30/2021 12:00:00 AM
4850046,CLOSED,06/29/2021,128-58      ,11422    ,238 STREET                      ,4277179,413,   ,30,ERT  ,06/29/2021,Y1,06/29/2021,06/30/2021 12:00:00 AM
4850372,CLOSED,07/01/2021,145-49      ,11436    ,115 AVENUE                      ,4259381,412,   ,73,QNS.,07/01/2021,Y1,07/01/2021,07/02/2021 12:00:00 AM
2307640,CLOSED,10/05/2020,1126        ,10472    ,FTELEY AVENUE                   ,2024129,209,   ,30,ERT  ,07/02/2021,Y1,06/29/2021,07/03/2021 12:00:00 AM
4850501,CLOSED,07/02/2021,46-45       ,11355    ,KISSENA BOULEVARD               ,4117615,407,   ,30,ERT  ,07/02/2021,Y1,07/02/2021,07/03/2021 12:00:00 AM
2320182,CLOSED,07/02/2021,687         ,10456    ,EAST 170 STREET                 ,2009835,203,   ,30,ERT  ,07/02/2021,Y1,07/02/2021,07/03/2021 12:00:00 AM
3804391,CLOSED,07/02/2021,1416 GAR    ,11213    ,LINCOLN PLACE                   ,3396206,308,   ,30,ERT  ,07/02/2021,Y1,07/02/2021,07/03/2021 12:00:00 AM
3804325,CLOSED,07/02/2021,2149        ,11207    ,PITKIN AVENUE                   ,3083857,305,   ,30,ERT  ,07/03/2021,Y1,07/03/2021,07/04/2021 12:00:00 AM
5155852,CLOSED,07/06/2021,104         ,10314    ,JULES DRIVE                     ,5032301,501,   ,30,ERT  ,07/06/2021,Y1,07/06/2021,07/07/2021 12:00:00 AM
4851529,CLOSED,07/11/2021,69-37       ,11692    ,HILLMEYER AVENUE                ,4302982,414,   ,30,ERT  ,07/11/2021,Y1,07/11/2021,07/12/2021 12:00:00 AM
4851533,CLOSED,07/11/2021,69-33       ,11692    ,HILLMEYER AVENUE                ,4302983,414,   ,30,ERT  ,07/11/2021,Y1,07/11/2021,07/12/2021 12:00:00 AM
2320707,CLOSED,07/12/2021,262         ,10458    ,EAST 197 STREET                 ,2016873,207,   ,30,ERT  ,07/12/2021,Y1,07/12/2021,07/13/2021 12:00:00 AM
2166725,CLOSED,11/23/2011,3303        ,10469    ,BRONXWOOD AVENUE                ,2056467,212,   ,31,BRONX,07/13/2021,Y1,07/13/2021,07/14/2021 12:00:00 AM
3742454,CLOSED,02/12/2020,4714        ,11219    ,NEW UTRECHT AVENUE              ,3137160,312,   ,30,ERT  ,07/13/2021,Y1,07/13/2021,07/14/2021 12:00:00 AM
3721836,CLOSED,09/17/2019,314         ,11230    ,PARKVILLE AVENUE                ,3128185,314,   ,30,ERT  ,07/13/2021,Y1,07/13/2021,07/14/2021 12:00:00 AM
3805874,CLOSED,07/13/2021,260         ,11216    ,CLIFTON PLACE                   ,3050083,303,   ,1Z,EXEC ,07/13/2021,Y1,07/13/2021,07/14/2021 12:00:00 AM
3805742,CLOSED,07/12/2021,2222        ,11233    ,PACIFIC STREET                  ,3038729,316,   ,1X,BKLYN,07/13/2021,Y1,07/12/2021,07/14/2021 12:00:00 AM
2303191,CLOSED,07/10/2020,276 GARAGE  ,10470    ,EAST 235 STREET                 ,2104342,212,   ,54,BRONX,07/14/2021,Y1,08/28/2020,07/15/2021 12:00:00 AM
2289769,CLOSED,10/02/2019,3290        ,10465    ,CAMPBELL DRIVE                  ,2075314,210,   ,73,BRONX,07/14/2021,Y1,07/14/2021,07/15/2021 12:00:00 AM
2132414,CLOSED,07/06/2009,2222        ,10475    ,HOLLERS AVENUE                  ,2093880,212,   ,73,BRONX,07/14/2021,Y1,07/14/2021,07/15/2021 12:00:00 AM
2164048,CLOSED,09/10/2011,3400        ,10475    ,WRIGHT AVENUE                   ,2115638,212,   ,29,BRONX,07/14/2021,Y1,07/14/2021,07/15/2021 12:00:00 AM
2142013,CLOSED,03/01/2010,967         ,10469    ,EAST  222 STREET                ,2064249,212,   ,73,BRONX,07/14/2021,Y1,07/14/2021,07/15/2021 12:00:00 AM
2142014,CLOSED,03/01/2010,965         ,10469    ,EAST  222 STREET                ,2064250,212,   ,73,BRONX,07/14/2021,Y1,07/14/2021,07/15/2021 12:00:00 AM
4601676,CLOSED,10/06/2014,188-19      ,11412    ,TIOGA DRIVE                     ,4221147,412,   ,37,ERT  ,07/14/2021,Y1,07/13/2021,07/15/2021 12:00:00 AM
2265613,CLOSED,07/24/2018,671         ,10467    ,EAST 216 STREET                 ,2057538,212,   ,45,BRONX,07/14/2021,Y1,07/14/2021,07/15/2021 12:00:00 AM
2320835,CLOSED,07/14/2021,3974 REAR   ,10466    ,CARPENTER AVENUE                ,2093676,212,   ,30,ERT  ,07/14/2021,Y1,07/14/2021,07/15/2021 12:00:00 AM
1575844,CLOSED,07/06/2021,717         ,10019    ,9 AVENUE                        ,1026607,104,   ,73,MAN.,07/14/2021,Y1,07/13/2021,07/15/2021 12:00:00 AM
4550187,CLOSED,06/02/2013,108-19      ,11368    ,35 AVENUE                       ,4043577,403,   ,30,ERT  ,07/15/2021,Y1,07/15/2021,07/16/2021 12:00:00 AM
4852354,CLOSED,07/18/2021,82-29       ,11432    ,164 STREET                      ,4152346,408,   ,30,ERT  ,07/18/2021,Y1,07/17/2021,07/19/2021 12:00:00 AM
3587629,CLOSED,01/08/2017,15          ,11233    ,PLEASANT PLACE                  ,3042645,316,   ,30,ERT  ,07/19/2021,Y1,07/19/2021,07/20/2021 12:00:00 AM
2304508,CLOSED,08/05/2020,1131        ,10469    ,EAST 211 STREET                 ,2100025,212,   ,29,BRONX,07/19/2021,Y1,07/19/2021,07/20/2021 12:00:00 AM
2259849,CLOSED,04/07/2018,3531        ,10467    ,WHITE PLAINS ROAD               ,2057296,212,   ,31,BRONX,07/19/2021,Y1,07/16/2021,07/20/2021 12:00:00 AM
2160784,CLOSED,06/17/2011,4421        ,10466    ,MUNDY LANE                      ,2093826,212,   ,73,BRONX,07/20/2021,Y1,07/20/2021,07/21/2021 12:00:00 AM
3806781,CLOSED,07/20/2021,626         ,11238    ,CARLTON AVENUE                  ,3028708,308,   ,30,ERT  ,07/20/2021,Y1,07/20/2021,07/21/2021 12:00:00 AM
3806880,CLOSED,07/20/2021,563 REAR    ,11225    ,BROOKLYN AVENUE                 ,3323135,309,   ,37,ERT  ,07/20/2021,Y1,07/20/2021,07/21/2021 12:00:00 AM
3806882,CLOSED,07/20/2021,561         ,11225    ,BROOKLYN AVENUE                 ,3323136,309,   ,37,ERT  ,07/20/2021,Y1,07/20/2021,07/21/2021 12:00:00 AM
3806774,CLOSED,07/20/2021,563         ,11225    ,BROOKLYN AVENUE                 ,3323138,309,   ,30,ERT  ,07/20/2021,Y1,07/20/2021,07/21/2021 12:00:00 AM
2178853,CLOSED,11/02/2012,695         ,10464    ,KING AVENUE                     ,2082876,210,   ,73,BRONX,07/21/2021,Y1,07/21/2021,07/22/2021 12:00:00 AM
3677241,CLOSED,11/28/2018,15          ,11206    ,LOCUST STREET                   ,3071760,304,   ,37,ERT  ,07/21/2021,Y1,07/21/2021,07/22/2021 12:00:00 AM
4601676,CLOSED,10/06/2014,188-19      ,11412    ,TIOGA DRIVE                     ,4221147,412,   ,37,ERT  ,07/22/2021,Y1,07/22/2021,07/23/2021 12:00:00 AM
2160260,CLOSED,06/06/2011,2107        ,10462    ,MATTHEWS AVENUE                 ,2048836,211,   ,73,BRONX,07/22/2021,Y1,07/22/2021,07/23/2021 12:00:00 AM
2143747,CLOSED,04/09/2010,1680        ,10461    ,STILLWELL AVENUE                ,2047117,211,   ,73,BRONX,07/22/2021,Y1,07/22/2021,07/23/2021 12:00:00 AM
2144294,CLOSED,04/22/2010,2516        ,10469    ,HONE AVENUE                     ,2051817,211,   ,73,BRONX,07/22/2021,Y1,07/22/2021,07/23/2021 12:00:00 AM
2137861,CLOSED,11/12/2009,663         ,10464    ,CITY ISLAND AVENUE              ,2098205,210,   ,31,BRONX,07/22/2021,Y1,07/21/2021,07/23/2021 12:00:00 AM
3720537,CLOSED,09/09/2019,716         ,11207    ,WILLIAMS AVENUE                 ,3085986,305,   ,30,ERT  ,07/22/2021,Y1,07/22/2021,07/23/2021 12:00:00 AM
4852656,CLOSED,07/21/2021,104-35      ,11419    ,115 STREET                      ,4202769,410,   ,30,ERT  ,07/22/2021,Y1,07/22/2021,07/23/2021 12:00:00 AM
4852750,CLOSED,07/21/2021,97-14 GAR   ,11369    ,31 AVENUE                       ,4470662,403,   ,30,ERT  ,07/22/2021,Y1,07/21/2021,07/23/2021 12:00:00 AM
3807227,CLOSED,07/22/2021,876         ,11230    ,EAST 14 STREET                  ,3179274,314,   ,30,ERT  ,07/22/2021,Y1,07/22/2021,07/23/2021 12:00:00 AM
3425592,CLOSED,10/01/2012,580         ,11203    ,LINDEN BOULEVARD                ,3109051,317,   ,45,ERT  ,07/23/2021,Y1,07/23/2021,07/24/2021 12:00:00 AM
2321338,CLOSED,07/23/2021,666         ,10464    ,MINNIEFORD AVENUE               ,2082865,210,   ,73,BRONX,07/23/2021,Y1,07/02/2021,07/24/2021 12:00:00 AM
2195193,CLOSED,02/20/2014,502         ,10473    ,TAYLOR AVENUE                   ,2092616,209,   ,73,BRONX,07/26/2021,Y1,07/26/2021,07/27/2021 12:00:00 AM
3732248,CLOSED,12/02/2019,1778        ,11226    ,NOSTRAND AVENUE                 ,3120031,317,   ,30,ERT  ,07/26/2021,Y1,07/26/2021,07/27/2021 12:00:00 AM
2163598,CLOSED,08/26/2011,3439        ,10465    ,COUNTRY CLUB ROAD               ,2075401,210,   ,73,BRONX,07/26/2021,Y1,07/26/2021,07/27/2021 12:00:00 AM
3807515,CLOSED,07/26/2021,2811        ,11224    ,MERMAID AVENUE                  ,3412888,313,   ,30,ERT  ,07/26/2021,Y1,07/26/2021,07/27/2021 12:00:00 AM
5156403,CLOSED,07/26/2021,3211        ,10306    ,RICHMOND ROAD                   ,5037027,502,   ,30,ERT  ,07/26/2021,Y1,07/25/2021,07/27/2021 12:00:00 AM
2321483,CLOSED,07/26/2021,2306        ,10458    ,PROSPECT AVENUE                 ,2092336,206,   ,73,BRONX,07/26/2021,Y1,07/23/2021,07/27/2021 12:00:00 AM
2307640,CLOSED,10/05/2020,1126        ,10472    ,FTELEY AVENUE                   ,2024129,209,   ,30,ERT  ,07/27/2021,Y1,07/22/2021,07/28/2021 12:00:00 AM
2141621,CLOSED,02/18/2010,1629        ,10460    ,VAN BUREN STREET                ,2042561,211,   ,45,BRONX,07/27/2021,Y1,07/27/2021,07/28/2021 12:00:00 AM
2167546,CLOSED,12/19/2011,1247        ,10472    ,FTELEY AVENUE                   ,2025433,209,   ,84,BRONX,07/28/2021,Y1,07/28/2021,07/29/2021 12:00:00 AM
2280023,CLOSED,04/22/2019,1212        ,10473    ,HARDING PARK                    ,2020113,209,   ,73,BRONX,07/28/2021,Y1,07/28/2021,07/29/2021 12:00:00 AM
3807854,CLOSED,07/28/2021,73          ,11238    ,QUINCY STREET                   ,3825130,303,   ,1X,BKLYN,07/28/2021,Y1,07/28/2021,07/29/2021 12:00:00 AM
3806903,CLOSED,07/21/2021,71          ,11238    ,QUINCY STREET                   ,3321933,303,   ,1X,BKLYN,07/28/2021,Y1,07/28/2021,07/29/2021 12:00:00 AM
3806781,CLOSED,07/20/2021,626         ,11238    ,CARLTON AVENUE                  ,3028708,308,   ,30,ERT  ,07/28/2021,Y1,07/28/2021,07/29/2021 12:00:00 AM
2317075,CLOSED,05/06/2021,1324        ,10472    ,COMMONWEALTH AVENUE             ,2027831,209,   ,73,BRONX,07/28/2021,Y1,07/28/2021,07/29/2021 12:00:00 AM
2321752,CLOSED,07/29/2021,1146 GAR    ,10472    ,LELAND AVENUE                   ,2104747,209,   ,37,ERT  ,07/29/2021,Y1,07/29/2021,07/30/2021 12:00:00 AM
2307640,CLOSED,10/05/2020,1126        ,10472    ,FTELEY AVENUE                   ,2024129,209,   ,30,ERT  ,07/30/2021,Y1,07/29/2021,07/31/2021 12:00:00 AM
5156403,CLOSED,07/26/2021,3211        ,10306    ,RICHMOND ROAD                   ,5037027,502,   ,30,ERT  ,07/30/2021,Y1,07/30/2021,07/31/2021 12:00:00 AM
2321634,CLOSED,07/28/2021,178         ,10457    ,MT EDEN PARKWAY                 ,2007820,204,   ,1X,BRONX,07/30/2021,Y1,07/28/2021,07/31/2021 12:00:00 AM
2320182,CLOSED,07/02/2021,687         ,10456    ,EAST 170 STREET                 ,2009835,203,   ,30,ERT  ,07/31/2021,Y1,07/02/2021,08/01/2021 12:00:00 AM
2321801,CLOSED,07/30/2021,4397        ,10466    ,BARNES AVENUE                   ,2069910,212,   ,30,ERT  ,07/31/2021,Y1,07/31/2021,08/01/2021 12:00:00 AM
3709971,CLOSED,07/03/2019,876         ,11233    ,HERKIMER STREET                 ,3378480,303,   ,30,ERT  ,08/02/2021,Y1,08/02/2021,08/03/2021 12:00:00 AM
3806781,CLOSED,07/20/2021,626         ,11238    ,CARLTON AVENUE                  ,3028708,308,   ,30,ERT  ,08/03/2021,Y1,08/03/2021,08/04/2021 12:00:00 AM
4854314,CLOSED,08/04/2021,140-66      ,11354    ,34 AVENUE                       ,4112955,407,   ,30,ERT  ,08/04/2021,Y1,08/04/2021,08/05/2021 12:00:00 AM
1578791,CLOSED,08/05/2021,2           ,10001    ,WEST 32 STREET                  ,1015823,105,   ,37,ERT  ,08/06/2021,Y1,08/05/2021,08/07/2021 12:00:00 AM
4854551,CLOSED,08/06/2021,8422        ,11373    ,57 ROAD                         ,4065860,404,   ,1Z,EXEC ,08/06/2021,Y1,08/06/2021,08/07/2021 12:00:00 AM
3702633,CLOSED,05/17/2019,327         ,11211    ,SOUTH 5 STREET                  ,3063488,301,   ,30,ERT  ,08/09/2021,Y1,08/09/2021,08/10/2021 12:00:00 AM
5156652,CLOSED,08/06/2021,11          ,10304    ,ROSEWOOD PLACE                  ,5014743,501,   ,1X,ST.IS,08/09/2021,Y1,08/06/2021,08/10/2021 12:00:00 AM
4854846,CLOSED,08/10/2021,40-45       ,11377    ,73 STREET                       ,4030439,404,   ,30,ERT  ,08/10/2021,Y1,08/10/2021,08/11/2021 12:00:00 AM
4854852,CLOSED,08/10/2021,40-43       ,11377    ,73 STREET                       ,4030440,404,   ,30,ERT  ,08/10/2021,Y1,08/10/2021,08/11/2021 12:00:00 AM
2322256,CLOSED,08/10/2021,2043        ,10457    ,WEBSTER AVENUE                  ,2817480,205,   ,7G,CSE  ,08/10/2021,Y1,08/10/2021,08/11/2021 12:00:00 AM
4854826,CLOSED,08/10/2021,73-01       ,11377    ,41 AVENUE                       ,4030437,404,   ,30,ERT  ,08/10/2021,Y1,08/10/2021,08/11/2021 12:00:00 AM
4854844,CLOSED,08/10/2021,40-47       ,11377    ,73 STREET                       ,4030438,404,   ,30,ERT  ,08/10/2021,Y1,08/10/2021,08/11/2021 12:00:00 AM
2322179,CLOSED,08/07/2021,1452        ,10461    ,EDWARDS AVENUE                  ,2074091,210,   ,73,BRONX,08/11/2021,Y1,08/11/2021,08/12/2021 12:00:00 AM
2207302,CLOSED,01/17/2015,6031        ,10471    ,HUXLEY AVENUE                   ,2087602,208,   ,73,BRONX,08/12/2021,Y1,08/11/2021,08/13/2021 12:00:00 AM
2215705,CLOSED,08/22/2015,6111 GARAGE ,10471    ,FIELDSTON ROAD                  ,2124105,208,   ,73,BRONX,08/12/2021,Y1,08/12/2021,08/13/2021 12:00:00 AM
3392084,CLOSED,10/05/2011,425         ,11212    ,HERZL STREET                    ,3082268,316,   ,30,BKLYN,08/12/2021,Y1,08/12/2021,08/13/2021 12:00:00 AM
2228036,CLOSED,06/09/2016,1058        ,10472    ,WHITE PLAINS ROAD               ,2023674,209,   ,73,BRONX,08/12/2021,Y1,08/11/2021,08/13/2021 12:00:00 AM
3338282,CLOSED,04/09/2010,15          ,11201    ,OLD FULTON STREET               ,3000074,302,   ,73,BKLYN,08/12/2021,Y1,08/11/2021,08/13/2021 12:00:00 AM
4855027,CLOSED,08/12/2021,45-08       ,11104    ,44 STREET                       ,4001993,402,   ,30,ERT  ,08/12/2021,Y1,08/12/2021,08/13/2021 12:00:00 AM
4855047,CLOSED,08/12/2021,45-08 B     ,11104    ,44 STREET                       ,4001993,402,   ,30,ERT  ,08/12/2021,Y1,08/12/2021,08/13/2021 12:00:00 AM
4855048,CLOSED,08/12/2021,43-10       ,11104    ,QUEENS BOULEVARD                ,4001993,402,   ,30,ERT  ,08/12/2021,Y1,08/12/2021,08/13/2021 12:00:00 AM
4855049,CLOSED,08/12/2021,43-16 B     ,11104    ,QUEENS BOULEVARD                ,4001993,402,   ,30,ERT  ,08/12/2021,Y1,08/12/2021,08/13/2021 12:00:00 AM
4855054,CLOSED,08/12/2021,43-16       ,11104    ,QUEENS BOULEVARD                ,4001993,402,   ,30,ERT  ,08/12/2021,Y1,08/12/2021,08/13/2021 12:00:00 AM
1141420,CLOSED,05/02/2005,517         ,10032    ,WEST  158 STREET                ,1062774,112,   ,30,MAN.,08/13/2021,Y1,08/13/2021,08/14/2021 12:00:00 AM
2163705,CLOSED,08/31/2011,3835        ,10463    ,BAILEY AVENUE                   ,2016207,208,   ,4G,BRONX,08/13/2021,Y1,08/13/2021,08/14/2021 12:00:00 AM
3415204,CLOSED,06/14/2012,1700        ,11212    ,EAST NEW YORK AVENUE            ,3338550,316,IBZ,37,BKLYN,08/13/2021,Y1,08/13/2021,08/14/2021 12:00:00 AM
3484280,CLOSED,06/30/2014,335         ,11212    ,ROCKAWAY AVENUE                 ,3326571,316,   ,73,BKLYN,08/13/2021,Y1,08/13/2021,08/14/2021 12:00:00 AM
3484285,CLOSED,06/30/2014,1538        ,11212    ,EAST NEW YORK AVENUE            ,3080667,316,   ,73,BKLYN,08/13/2021,Y1,08/13/2021,08/14/2021 12:00:00 AM
3668384,CLOSED,09/21/2018,25          ,11217    ,ST FELIX STREET                 ,3058695,302,   ,05,BKLYN,08/13/2021,Y1,08/13/2021,08/14/2021 12:00:00 AM
4855027,CLOSED,08/12/2021,45-08       ,11104    ,44 STREET                       ,4001993,402,   ,30,ERT  ,08/13/2021,Y1,08/12/2021,08/14/2021 12:00:00 AM
3502590,CLOSED,12/30/2014,581         ,11212    ,SARATOGA AVENUE                 ,3323615,316,   ,73,BKLYN,08/16/2021,Y1,08/16/2021,08/17/2021 12:00:00 AM
