Complaint Number,Status,Date Entered,House Number,ZIP Code,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
3456145,CLOSED,09/12/2013,139         ,11205    ,VANDERBILT AVENUE               ,3054248,302,   ,30,ERT  ,08/16/2021,Y1,08/16/2021,08/17/2021 12:00:00 AM
1457367,CLOSED,08/09/2017,2465        ,10033    ,AMSTERDAM AVENUE                ,1800911,112,   ,73,MAN.,08/16/2021,Y1,08/16/2021,08/17/2021 12:00:00 AM
4855350,CLOSED,08/16/2021,34-53       ,11354    ,LEAVITT STREET                  ,4112103,407,   ,37,ERT  ,08/16/2021,Y1,08/16/2021,08/17/2021 12:00:00 AM
1514734,CLOSED,07/01/2019,219         ,10011    ,WEST 24 STREET                  ,1014175,104,   ,73,MAN.,08/16/2021,Y1,08/13/2021,08/17/2021 12:00:00 AM
1514735,CLOSED,07/01/2019,221         ,10011    ,WEST 24 STREET                  ,1084994,104,   ,73,MAN.,08/16/2021,Y1,08/16/2021,08/17/2021 12:00:00 AM
3725433,CLOSED,10/10/2019,243         ,11212    ,AMBOY STREET                    ,3081747,316,   ,1X,BKLYN,08/16/2021,Y1,08/16/2021,08/17/2021 12:00:00 AM
3794905,CLOSED,04/27/2021,356         ,11217    ,DEAN STREET                     ,3001449,302,   ,1X,BKLYN,08/16/2021,Y1,08/16/2021,08/17/2021 12:00:00 AM
4855349,CLOSED,08/16/2021,734 GAR     ,11693    ,CHURCH ROAD                     ,4442159,414,   ,30,ERT  ,08/16/2021,Y1,08/16/2021,08/17/2021 12:00:00 AM
3377179,CLOSED,05/11/2011,1581        ,11233    ,ST MARKS AVENUE                 ,3388576,316,   ,73,BKLYN,08/17/2021,Y1,08/16/2021,08/18/2021 12:00:00 AM
3590556,CLOSED,02/04/2017,251         ,11216    ,HALSEY STREET                   ,3052860,303,   ,30,ERT  ,08/17/2021,Y1,08/17/2021,08/18/2021 12:00:00 AM
3356452,CLOSED,09/29/2010,122         ,11206    ,JEFFERSON STREET                ,3072240,304,   ,73,BKLYN,08/17/2021,Y1,08/17/2021,08/18/2021 12:00:00 AM
4855518,CLOSED,08/17/2021,91-08       ,11421    ,77 STREET                       ,4184813,409,   ,30,ERT  ,08/17/2021,Y1,08/17/2021,08/18/2021 12:00:00 AM
1514736,CLOSED,07/01/2019,223         ,10011    ,WEST 24 STREET                  ,1084995,104,   ,73,MAN.,08/18/2021,Y1,08/18/2021,08/19/2021 12:00:00 AM
3810509,CLOSED,08/18/2021,72          ,11229    ,EBONY COURT                     ,3255149,315,   ,30,ERT  ,08/18/2021,Y1,08/18/2021,08/19/2021 12:00:00 AM
2158603,CLOSED,04/26/2011,2319        ,10458    ,PROSPECT AVENUE                 ,2012845,206,   ,73,BRONX,08/18/2021,Y1,08/18/2021,08/19/2021 12:00:00 AM
3596194,CLOSED,03/24/2017,99 A        ,11233    ,SOMERS STREET                   ,3041919,316,   ,73,BKLYN,08/18/2021,Y1,08/18/2021,08/19/2021 12:00:00 AM
2255051,CLOSED,12/29/2017,2363        ,10458    ,PROSPECT AVENUE                 ,2012840,206,   ,73,BRONX,08/18/2021,Y1,08/18/2021,08/19/2021 12:00:00 AM
2137613,CLOSED,11/05/2009,2304        ,10458    ,BEAUMONT AVENUE                 ,2101589,206,   ,31,BRONX,08/18/2021,Y1,08/18/2021,08/19/2021 12:00:00 AM
3298530,CLOSED,03/19/2009,69          ,11205    ,VANDERBILT AVENUE               ,3054268,302,   ,73,BKLYN,08/18/2021,Y1,08/18/2021,08/19/2021 12:00:00 AM
4429819,CLOSED,12/31/2009,89-25       ,11418    , 127 STREET                     ,4196769,409,   ,30,QNS.,08/18/2021,Y1,08/17/2021,08/19/2021 12:00:00 AM
3494661,CLOSED,10/03/2014,9           ,11205    ,NORTH ELLIOTT PLACE             ,3057935,302,   ,73,BKLYN,08/18/2021,Y1,08/18/2021,08/19/2021 12:00:00 AM
2125331,CLOSED,01/22/2009,2107        ,10460    ,MOHEGAN AVENUE                  ,2118279,206,   ,31,BRONX,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
3620048,CLOSED,09/20/2017,92          ,11231    ,DIKEMAN STREET                  ,3008633,306,   ,73,BKLYN,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
1313068,CLOSED,11/18/2011,465         ,10031    ,WEST  147 STREET                ,1061470,109,   ,29,MAN.,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
3368507,CLOSED,02/13/2011,8           ,11235    ,LAKE AVENUE                     ,3247579,315,   ,29,BKLYN,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
1368271,CLOSED,03/27/2014,1645        ,10035    ,PARK AVENUE                     ,1052321,111,   ,30,MAN.,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
3709971,CLOSED,07/03/2019,876         ,11233    ,HERKIMER STREET                 ,3378480,303,   ,30,ERT  ,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
4855751,CLOSED,08/19/2021,88-22       ,11421    ,JAMAICA AVENUE                  ,4184068,409,   ,30,ERT  ,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
3790249,CLOSED,03/17/2021,154         ,11205    ,WASHINGTON AVENUE               ,3054395,302,   ,73,BKLYN,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
1567061,CLOSED,03/18/2021,419         ,10031    ,WEST 146 STREET                 ,1061423,109,   ,73,MAN.,08/19/2021,Y1,08/19/2021,08/20/2021 12:00:00 AM
3585407,CLOSED,12/18/2016,152         ,11232    ,23 STREET                       ,3009499,307,   ,30,ERT  ,08/20/2021,Y1,08/20/2021,08/21/2021 12:00:00 AM
1401357,CLOSED,07/23/2015,30          ,10035    ,EAST 126 STREET                 ,1054062,111,   ,73,MAN.,08/20/2021,Y1,08/20/2021,08/21/2021 12:00:00 AM
2284441,CLOSED,07/08/2019,753         ,10462    ,VAN NEST AVENUE                 ,2043123,211,   ,30,ERT  ,08/20/2021,Y1,08/19/2021,08/21/2021 12:00:00 AM
3810574,CLOSED,08/18/2021,1645        ,11213    ,PACIFIC STREET                  ,3035516,308,   ,30,ERT  ,08/20/2021,Y1,08/18/2021,08/21/2021 12:00:00 AM
2322861,CLOSED,08/21/2021,448         ,10457    ,EAST 173 STREET                 ,2009491,203,IBZ,30,ERT  ,08/22/2021,Y1,08/21/2021,08/23/2021 12:00:00 AM
2159811,CLOSED,05/26/2011,2003        ,10457    ,CROTONA AVENUE                  ,2012334,206,   ,45,BRONX,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
2192550,CLOSED,11/27/2013,2123        ,10457    ,CLINTON AVENUE                  ,2803088,206,   ,73,BRONX,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
2198014,CLOSED,05/07/2014,2040        ,10457    ,WASHINGTON AVENUE               ,2011472,206,   ,29,BRONX,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
1259625,CLOSED,06/30/2009,421         ,10035    ,EAST  117 STREET                ,1813449,111,   ,30,MAN.,08/23/2021,Y1,08/19/2021,08/24/2021 12:00:00 AM
3320366,CLOSED,10/02/2009,1281        ,11221    ,MADISON STREET                  ,3076815,304,   ,73,BKLYN,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
2141590,CLOSED,02/17/2010,366         ,10460    ,BRONX PARK AVENUE               ,2028372,206,   ,45,BRONX,08/23/2021,Y1,08/19/2021,08/24/2021 12:00:00 AM
2142770,CLOSED,03/17/2010,766         ,10460    ,EAST  175 STREET                ,2010007,206,   ,73,BRONX,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
2150282,CLOSED,09/16/2010,418         ,10460    ,BRONX PARK AVENUE               ,2042472,206,   ,73,BRONX,08/23/2021,Y1,08/19/2021,08/24/2021 12:00:00 AM
2150284,CLOSED,09/16/2010,416         ,10460    ,BRONX PARK AVENUE               ,2042480,206,   ,73,BRONX,08/23/2021,Y1,08/19/2021,08/24/2021 12:00:00 AM
3329019,CLOSED,01/06/2010,2036        ,11207    ,EASTERN PARKWAY EXTENSION       ,3080517,304,   ,30,BKLYN,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3401235,CLOSED,01/18/2012,415         ,11222    ,MEEKER AVENUE                   ,3329965,301,   ,73,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3401237,CLOSED,01/18/2012,425         ,11222    ,MEEKER AVENUE                   ,3329968,301,   ,73,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3401238,CLOSED,01/18/2012,429         ,11222    ,MEEKER AVENUE                   ,3332289,301,   ,73,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
1333390,CLOSED,09/11/2012,408         ,10035    ,EAST 120 STREET                 ,1054878,111,   ,37,MAN.,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3431803,CLOSED,12/13/2012,32          ,11229    ,CELESTE COURT                   ,3249981,315,   ,05,BKLYN,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3587333,CLOSED,01/05/2017,186         ,11235    ,NORFOLK STREET                  ,3246728,315,   ,73,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3605231,CLOSED,06/05/2017,186         ,11235    ,NORFOLK STREET                  ,3246728,315,   ,45,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3675845,CLOSED,11/16/2018,1665        ,11235    ,SHEEPSHEAD BAY ROAD             ,3204993,315,   ,1X,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3675846,CLOSED,11/16/2018,1667        ,11235    ,SHEEPSHEAD BAY ROAD             ,3337321,315,   ,1X,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3675847,CLOSED,11/16/2018,1669        ,11235    ,SHEEPSHEAD BAY ROAD             ,3337322,315,   ,1X,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3675848,CLOSED,11/16/2018,1671        ,11235    ,SHEEPSHEAD BAY ROAD             ,3337323,315,   ,1X,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3640876,CLOSED,03/05/2018,2439        ,11235    ,EAST 27 STREET                  ,3203546,315,   ,45,BKLYN,08/23/2021,Y1,08/10/2021,08/24/2021 12:00:00 AM
3660096,CLOSED,07/30/2018,128         ,11233    ,THOMAS BOYLAND STREET           ,3041501,316,   ,1X,BKLYN,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3670751,CLOSED,10/10/2018,573         ,11201    ,FULTON STREET                   ,3000357,302,   ,1X,BKLYN,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3675844,CLOSED,11/16/2018,1663        ,11235    ,SHEEPSHEAD BAY ROAD             ,3204994,315,   ,73,BKLYN,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3678773,CLOSED,12/10/2018,1036        ,11210    ,EAST 43 STREET                  ,3215163,318,   ,29,BKLYN,08/23/2021,Y1,08/19/2021,08/24/2021 12:00:00 AM
1240600,CLOSED,10/29/2008,104         ,10035    ,EAST  124 STREET                ,1803298,111,   ,73,MAN.,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3700723,CLOSED,05/06/2019,153         ,11231    ,WEST 9 STREET                   ,3005688,306,   ,1X,BKLYN,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3770993,CLOSED,09/28/2020,1485        ,11234    ,EAST 46 STREET                  ,3217544,318,   ,30,BKLYN,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3810995,CLOSED,08/23/2021,169         ,11211    ,SKILLMAN AVENUE                 ,3068484,301,   ,30,ERT  ,08/23/2021,Y1,08/23/2021,08/24/2021 12:00:00 AM
3789814,CLOSED,03/12/2021,2070        ,11207    ,EASTERN PARKWAY                 ,3080528,304,   ,73,BKLYN,08/23/2021,Y1,08/20/2021,08/24/2021 12:00:00 AM
3790177,CLOSED,03/16/2021,2055        ,11233    ,FULTON STREET                   ,3042000,316,   ,73,BKLYN,08/23/2021,Y1,08/19/2021,08/24/2021 12:00:00 AM
3810898,CLOSED,08/22/2021,676         ,11228    ,85 STREET                       ,3153228,310,   ,30,ERT  ,08/23/2021,Y1,08/22/2021,08/24/2021 12:00:00 AM
3810899,CLOSED,08/22/2021,674 REAR    ,11228    ,85 STREET                       ,3345146,310,   ,30,ERT  ,08/23/2021,Y1,08/22/2021,08/24/2021 12:00:00 AM
3811110,CLOSED,08/24/2021,150 GAR     ,11214    ,BAY 22 STREET                   ,3402708,311,   ,30,ERT  ,08/24/2021,Y1,08/24/2021,08/25/2021 12:00:00 AM
3247261,CLOSED,12/06/2007,149         ,11231    ,KANE STREET                     ,3003483,306,   ,84,BKLYN,08/24/2021,Y1,08/23/2021,08/25/2021 12:00:00 AM
3472727,CLOSED,03/17/2014,1684 GARAGE ,11234    ,EAST 49 STREET                  ,3376223,318,   ,45,BKLYN,08/24/2021,Y1,08/23/2021,08/25/2021 12:00:00 AM
3466369,CLOSED,01/07/2014,848         ,11222    ,MEEKER AVENUE                   ,3330104,301,   ,73,BKLYN,08/24/2021,Y1,08/23/2021,08/25/2021 12:00:00 AM
2113222,CLOSED,04/23/2008,460         ,10458    ,EAST  183 STREET                ,2011337,206,   ,73,BRONX,08/24/2021,Y1,08/23/2021,08/25/2021 12:00:00 AM
1478123,CLOSED,05/03/2018,116         ,10030    ,EDGECOMBE AVENUE                ,1060723,110,   ,1X,MAN.,08/24/2021,Y1,08/23/2021,08/25/2021 12:00:00 AM
3670755,CLOSED,10/10/2018,581         ,11201    ,FULTON STREET                   ,3000354,302,   ,1X,BKLYN,08/24/2021,Y1,08/20/2021,08/25/2021 12:00:00 AM
3322049,CLOSED,10/20/2009,395         ,11207    ,WARWICK STREET                  ,3088862,305,   ,73,BKLYN,08/24/2021,Y1,08/23/2021,08/25/2021 12:00:00 AM
1580275,CLOSED,08/24/2021,241 GAR     ,10030    ,WEST 138 STREET                 ,1089551,110,   ,73,MAN.,08/24/2021,Y1,08/24/2021,08/25/2021 12:00:00 AM
4856210,CLOSED,08/24/2021,155-62      ,11434    ,115 AVENUE                      ,4264283,412,   ,30,ERT  ,08/24/2021,Y1,08/24/2021,08/25/2021 12:00:00 AM
3368840,CLOSED,02/17/2011,2           ,11235    ,BANNER    3 TERRACE             ,3196337,313,   ,29,BKLYN,08/25/2021,Y1,08/25/2021,08/26/2021 12:00:00 AM
1343269,CLOSED,02/13/2013,214         ,10027    ,LENOX AVENUE                    ,1053346,110,   ,31,MAN.,08/25/2021,Y1,08/25/2021,08/26/2021 12:00:00 AM
3754128,CLOSED,05/28/2020,474         ,11215    ,5 AVENUE                        ,3022551,306,   ,1X,BKLYN,08/25/2021,Y1,08/25/2021,08/26/2021 12:00:00 AM
3278521,CLOSED,09/04/2008,6801        ,11234    ,AVENUE Y                        ,3855592,3  ,   ,05,BKLYN,08/25/2021,Y1,08/25/2021,08/26/2021 12:00:00 AM
3675408,CLOSED,11/14/2018,253 A       ,11207    ,SCHAEFER STREET                 ,3079331,304,   ,1X,BKLYN,08/25/2021,Y1,08/25/2021,08/26/2021 12:00:00 AM
2321562,CLOSED,07/27/2021,4142        ,10466    ,BOYD AVENUE                     ,2068433,212,   ,4A,SPOPS,08/25/2021,Y1,08/25/2021,08/26/2021 12:00:00 AM
3349391,CLOSED,07/26/2010,861         ,11206    ,BROADWAY                        ,3326072,304,   ,73,BKLYN,08/26/2021,Y1,08/25/2021,08/27/2021 12:00:00 AM
3547583,CLOSED,02/19/2016,1598        ,11234    ,EAST 49 STREET                  ,3218530,318,   ,45,BKLYN,08/26/2021,Y1,08/26/2021,08/27/2021 12:00:00 AM
1552321,CLOSED,09/08/2020,146         ,10027    ,WEST 129 STREET                 ,1057971,110,   ,73,MAN.,08/26/2021,Y1,08/25/2021,08/27/2021 12:00:00 AM
1554251,CLOSED,09/28/2020,144         ,10027    ,WEST 129 STREET                 ,1057962,110,   ,73,MAN.,08/26/2021,Y1,08/25/2021,08/27/2021 12:00:00 AM
2323111,CLOSED,08/26/2021,200         ,10453    ,WEST TREMONT AVENUE             ,2008966,205,   ,1X,BRONX,08/26/2021,Y1,08/18/2021,08/27/2021 12:00:00 AM
4856389,CLOSED,08/25/2021,8-51        ,11102    ,ASTORIA BOULEVARD               ,4005553,401,   ,30,ERT  ,08/26/2021,Y1,08/25/2021,08/27/2021 12:00:00 AM
3776920,CLOSED,11/17/2020,388         ,11215    ,5 AVENUE                        ,3021600,306,   ,1X,BKLYN,08/27/2021,Y1,08/27/2021,08/28/2021 12:00:00 AM
3329830,CLOSED,01/14/2010,373         ,11238    ,PROSPECT PLACE                  ,3028570,308,   ,73,BKLYN,08/27/2021,Y1,08/27/2021,08/28/2021 12:00:00 AM
3810995,CLOSED,08/23/2021,169         ,11211    ,SKILLMAN AVENUE                 ,3068484,301,   ,30,ERT  ,08/28/2021,Y1,08/23/2021,08/29/2021 12:00:00 AM
4856693,CLOSED,08/29/2021,161-22 GAR  ,11434    ,119 ROAD                        ,4527595,412,   ,30,ERT  ,08/29/2021,Y1,08/29/2021,08/30/2021 12:00:00 AM
3432239,CLOSED,12/19/2012,1429 GARAGE ,11230    ,EAST 12 STREET                  ,3369433,314,   ,55,BKLYN,08/30/2021,Y1,08/30/2021,08/31/2021 12:00:00 AM
2121531,CLOSED,10/24/2008,882         ,10451    ,MORRIS AVENUE                   ,2001922,204,   ,31,BRONX,08/30/2021,Y1,08/30/2021,08/31/2021 12:00:00 AM
3700887,CLOSED,05/06/2019,1201        ,11225    ,PRESIDENT STREET                ,3033279,309,   ,73,BKLYN,08/30/2021,Y1,08/30/2021,08/31/2021 12:00:00 AM
3704394,CLOSED,05/29/2019,419         ,11209    ,99 STREET                       ,3156031,310,   ,29,BKLYN,08/30/2021,Y1,08/30/2021,08/31/2021 12:00:00 AM
2263307,CLOSED,06/12/2018,1236        ,10472    ,EVERGREEN AVENUE                ,2025055,209,   ,71,BRONX,08/30/2021,Y1,08/16/2021,08/31/2021 12:00:00 AM
3663612,CLOSED,08/20/2018,68          ,11222    ,COMMERCIAL STREET               ,3063698,301,   ,05,BKLYN,08/30/2021,Y1,08/30/2021,08/31/2021 12:00:00 AM
3667189,CLOSED,09/13/2018,1339        ,11213    ,BERGEN STREET                   ,3030563,308,   ,1X,BKLYN,08/30/2021,Y1,08/30/2021,08/31/2021 12:00:00 AM
4855349,CLOSED,08/16/2021,734 GAR     ,11693    ,CHURCH ROAD                     ,4442159,414,   ,30,ERT  ,08/30/2021,Y1,08/16/2021,08/31/2021 12:00:00 AM
3523956,CLOSED,07/24/2015,243         ,11213    ,BUFFALO AVENUE                  ,3346408,308,   ,73,BKLYN,08/31/2021,Y1,08/31/2015,09/01/2021 12:00:00 AM
3737866,CLOSED,01/09/2020,74          ,11213    ,UTICA AVENUE                    ,3035683,308,   ,1X,BKLYN,08/31/2021,Y1,08/30/2021,09/01/2021 12:00:00 AM
3812060,CLOSED,08/31/2021,243 GAR     ,11212    ,AMBOY STREET                    ,3417755,316,   ,1U,SPOPS,08/31/2021,Y1,08/31/2021,09/01/2021 12:00:00 AM
3277504,CLOSED,08/26/2008,332         ,11206    ,STAGG STREET                    ,3070899,301,IBZ,31,BKLYN,09/01/2021,Y1,08/31/2021,09/02/2021 12:00:00 AM
3681553,CLOSED,01/04/2019,540         ,11209    ,80 STREET                       ,3151372,310,   ,1X,BKLYN,09/01/2021,Y1,09/01/2021,09/02/2021 12:00:00 AM
4857027,CLOSED,09/01/2021,81-19       ,11416    ,102 ROAD                        ,4188894,409,   ,30,ERT  ,09/01/2021,Y1,09/01/2021,09/02/2021 12:00:00 AM
2164231,CLOSED,09/14/2011,1545        ,10457    ,SELWYN AVENUE                   ,2007811,204,   ,73,BRONX,09/01/2021,Y1,09/01/2021,09/02/2021 12:00:00 AM
2323379,CLOSED,09/01/2021,1147 GAR    ,10452    ,ANDERSON AVENUE                 ,2103937,204,   ,30,ERT  ,09/01/2021,Y1,09/01/2021,09/02/2021 12:00:00 AM
3713937,CLOSED,07/30/2019,2107        ,11233    ,PACIFIC STREET                  ,3038534,316,   ,30,ERT  ,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
2323430,CLOSED,09/02/2021,2976        ,10455    ,3 AVENUE                        ,2001180,201,   ,50,SPOPS,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
3812302,CLOSED,09/02/2021,698         ,11207    ,CENTRAL AVENUE                  ,3080146,304,   ,30,BKLYN,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
4857214,CLOSED,09/02/2021,139-84 GAR  ,11435    ,86 AVENUE                       ,4571448,408,   ,30,ERT  ,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
2323418,CLOSED,09/02/2021,2743        ,10467    ,HOLLAND AVENUE                  ,2053617,211,   ,30,ERT  ,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
3812305,CLOSED,09/02/2021,50          ,11206    ,GRAHAM AVENUE                   ,3071565,301,   ,30,SPOPS,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
3812361,CLOSED,09/02/2021,84          ,11212    ,BELMONT AVENUE                  ,3081149,316,   ,30,SPOPS,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
3812423,CLOSED,09/02/2021,80          ,11212    ,BELMONT AVENUE                  ,3806092,316,   ,1U,SPOPS,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
3812442,CLOSED,09/02/2021,981         ,11213    ,ST JOHNS PLACE                  ,3032004,308,   ,1U,SPOPS,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
3812443,CLOSED,09/02/2021,985         ,11213    ,ST JOHNS PLACE                  ,3032002,308,   ,1U,SPOPS,09/02/2021,Y1,09/02/2021,09/03/2021 12:00:00 AM
4857197,CLOSED,09/02/2021,90-11       ,11423    ,183 STREET                      ,4211955,412,   ,30,ERT  ,09/03/2021,Y1,09/02/2021,09/04/2021 12:00:00 AM
4857235,CLOSED,09/02/2021,44-60       ,11377    ,64 STREET                       ,4053636,402,   ,30,ERT  ,09/03/2021,Y1,09/03/2021,09/04/2021 12:00:00 AM
3812397,CLOSED,09/02/2021,1902        ,11230    ,CONEY ISLAND AVENUE             ,3329180,312,   ,30,BKLYN,09/03/2021,Y1,09/02/2021,09/04/2021 12:00:00 AM
3338850,CLOSED,04/14/2010,2116        ,11214    ,  78 STREET                     ,3162339,311,   ,30,BKLYN,09/03/2021,Y1,09/03/2021,09/04/2021 12:00:00 AM
2159124,CLOSED,05/09/2011,1241        ,10456    ,COLLEGE AVENUE                  ,2002435,204,   ,73,BRONX,09/03/2021,Y1,09/03/2021,09/04/2021 12:00:00 AM
2178230,CLOSED,10/10/2012,1061        ,10456    ,GRANT AVENUE                    ,2002634,204,   ,71,BRONX,09/03/2021,Y1,09/03/2021,09/04/2021 12:00:00 AM
2178293,CLOSED,10/12/2012,1061        ,10456    ,GRANT AVENUE                    ,2002634,204,   ,45,BRONX,09/03/2021,Y1,09/03/2021,09/04/2021 12:00:00 AM
3515515,CLOSED,05/18/2015,17          ,11209    ,86 STREET                       ,3152334,310,   ,30,ERT  ,09/03/2021,Y1,09/03/2021,09/04/2021 12:00:00 AM
3546908,CLOSED,02/12/2016,3047        ,11235    ,BRIGHTON 7 STREET               ,3244982,313,   ,73,BKLYN,09/03/2021,Y1,09/03/2021,09/04/2021 12:00:00 AM
3657344,CLOSED,07/11/2018,1082        ,11221    ,BUSHWICK AVENUE                 ,3076531,304,   ,1X,BKLYN,09/03/2021,Y1,09/02/2021,09/04/2021 12:00:00 AM
3789554,CLOSED,03/10/2021,249         ,11213    ,TROY AVENUE                     ,3037009,308,   ,1X,BKLYN,09/03/2021,Y1,09/03/2021,09/04/2021 12:00:00 AM
4857449,CLOSED,09/03/2021,34-32 GAR   ,11372    ,74 STREET                       ,4469769,403,   ,30,ERT  ,09/04/2021,Y1,09/03/2021,09/05/2021 12:00:00 AM
3812602,CLOSED,09/03/2021,226         ,11221    ,PALMETTO STREET                 ,3076619,304,   ,30,ERT  ,09/04/2021,Y1,09/03/2021,09/05/2021 12:00:00 AM
3812614,CLOSED,09/03/2021,224         ,11221    ,PALMETTO STREET                 ,3076618,304,   ,30,ERT  ,09/04/2021,Y1,09/03/2021,09/05/2021 12:00:00 AM
3812765,CLOSED,09/05/2021,3103        ,11210    ,FARRAGUT ROAD                   ,3113798,317,   ,30,ERT  ,09/06/2021,Y1,09/05/2021,09/07/2021 12:00:00 AM
3364397,CLOSED,12/20/2010,812         ,11205    ,KENT AVENUE                     ,3331257,303,   ,30,BKLYN,09/07/2021,Y1,09/07/2021,09/08/2021 12:00:00 AM
3364406,CLOSED,12/20/2010,810         ,11205    ,KENT AVENUE                     ,3054198,303,   ,30,BKLYN,09/07/2021,Y1,09/07/2021,09/08/2021 12:00:00 AM
3720346,CLOSED,09/06/2019,1150        ,11237    ,METROPOLITAN AVENUE             ,3070523,301,IBZ,1X,BKLYN,09/07/2021,Y1,09/07/2021,09/08/2021 12:00:00 AM
